ID,time,outsideTemp,barometer,raintoday,UV,windgustmph,windSpeed,radiation,dewpoint,rainrate,direction,date,timestamp,lightning
27,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:12,0
28,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:20,0
29,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:28,0
30,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:36,0
31,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:42,0
32,0:03,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:03:54,0
33,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:01,0
34,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:07,0
35,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:15,0
36,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:21,0
37,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:28,0
38,0:04,3.2,1015.50,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:36,0
39,0:04,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:45,0
40,0:04,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:49,0
41,0:04,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:04:56,0
42,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:03,0
43,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:10,0
44,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:18,0
45,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:26,0
46,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:34,0
47,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:46,0
48,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:49,0
49,0:05,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:05:56,0
50,0:06,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:06:03,0
51,0:06,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:06:09,0
52,0:06,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:06:17,0
53,0:06,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:06:24,0
54,0:06,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:06:30,0
55,0:06,3.2,1015.40,0.00,0,0.0,0.0,0.00,1.60,0.00,329.00,27 Oct,2018-10-26 23:06:38,0
56,0:06,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:06:45,0
57,0:06,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:06:52,0
58,0:06,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:06:58,0
59,0:07,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:05,0
60,0:07,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:12,0
61,0:07,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:19,0
62,0:07,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:25,0
63,0:07,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:33,0
64,0:07,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:40,0
65,0:07,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:48,0
66,0:07,3.1,1015.40,0.00,0,0.0,0.0,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:53,0
67,0:07,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:07:59,0
68,0:08,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:08:05,0
69,0:08,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:08:11,0
70,0:08,3.1,1015.40,0.00,0,1.1,0.9,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:08:18,0
71,0:08,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:08:24,0
72,0:08,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:08:29,0
73,0:08,3.1,1015.40,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:08:36,0
74,0:08,3.1,1015.50,0.00,0,0.5,0.4,0.00,1.50,0.00,329.00,27 Oct,2018-10-26 23:08:43,0
75,0:08,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:08:49,0
76,0:08,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:08:56,0
77,0:09,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:04,0
78,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:10,0
79,0:09,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:16,0
80,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:22,0
81,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:30,0
82,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:38,0
83,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:46,0
84,0:09,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:09:54,0
85,0:10,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:00,0
86,0:10,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:06,0
87,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:11,0
88,0:10,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:18,0
89,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:24,0
90,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:31,0
91,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:38,0
92,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:47,0
93,0:10,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:10:54,0
94,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:02,0
95,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:10,0
96,0:11,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:17,0
97,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:23,0
98,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:30,0
99,0:11,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:37,0
100,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:44,0
101,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:52,0
102,0:11,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:11:59,0
103,0:12,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:06,0
104,0:12,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:15,0
105,0:12,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:23,0
106,0:12,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:30,0
107,0:12,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:37,0
108,0:12,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:43,0
109,0:12,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:49,0
110,0:12,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:12:56,0
111,0:13,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:04,0
112,0:13,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:10,0
113,0:13,3.0,1015.50,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:15,0
114,0:13,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:21,0
115,0:13,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:28,0
116,0:13,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:36,0
117,0:13,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:44,0
118,0:13,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:53,0
119,0:13,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:13:59,0
120,0:14,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:06,0
121,0:14,3.0,1015.50,0.00,4,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:14,0
122,0:14,3.0,1015.50,0.00,4,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:22,0
123,0:14,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:31,0
124,0:14,3.0,1015.50,0.00,4,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:38,0
125,0:14,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:46,0
126,0:14,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:14:52,0
127,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:00,0
128,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:08,0
129,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:16,0
130,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:23,0
131,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:30,0
132,0:15,3.0,1015.50,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:38,0
133,0:15,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:49,0
134,0:15,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:51,0
135,0:15,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:15:57,0
136,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:05,0
137,0:16,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:12,0
138,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:18,0
139,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:24,0
140,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:29,0
141,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:35,0
142,0:16,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:41,0
143,0:16,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:48,0
144,0:16,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:16:54,0
145,0:17,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:17:00,0
146,0:17,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:17:06,0
147,0:17,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:17:14,0
148,0:17,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:17:22,0
149,0:17,3.0,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:17:29,0
150,0:17,3.0,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:17:36,0
151,0:17,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:17:42,0
152,0:17,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:17:48,0
153,0:17,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:17:56,0
154,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:18:04,0
155,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:18:12,0
156,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:18:18,0
157,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:18:27,0
158,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:18:33,0
159,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:18:40,0
160,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:18:47,0
161,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:18:54,0
162,0:18,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:18:59,0
163,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:05,0
164,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:11,0
165,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:17,0
166,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:25,0
167,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:32,0
168,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:38,0
169,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:43,0
170,0:19,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:50,0
171,0:19,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:19:58,0
172,0:20,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:06,0
173,0:20,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:26,0
174,0:20,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:27,0
175,0:20,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:28,0
176,0:20,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:33,0
177,0:20,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:41,0
178,0:20,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:20:56,0
179,0:21,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:01,0
180,0:21,2.9,1015.40,0.00,0,1.6,1.3,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:07,0
181,0:21,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:14,0
182,0:21,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:26,0
183,0:21,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:33,0
184,0:21,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:40,0
185,0:21,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:46,0
186,0:21,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:52,0
187,0:21,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:21:59,0
188,0:22,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:05,0
189,0:22,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:12,0
190,0:22,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:18,0
191,0:22,2.9,1015.40,0.00,0,1.6,1.3,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:27,0
192,0:22,2.9,1015.40,0.00,0,1.6,1.3,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:34,0
193,0:22,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:40,0
194,0:22,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:45,0
195,0:22,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:22:53,0
196,0:23,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:00,0
197,0:23,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:08,0
198,0:23,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:14,0
199,0:23,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:20,0
200,0:23,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:25,0
201,0:23,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:32,0
202,0:23,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:40,0
203,0:23,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:46,0
204,0:23,2.8,1015.40,0.00,0,1.6,1.3,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:23:54,0
205,0:23,2.9,1015.40,0.00,0,1.6,1.3,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:23:59,0
206,0:24,2.9,1015.40,0.00,0,1.1,0.9,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:24:06,0
207,0:24,2.8,1015.40,0.00,0,1.1,0.9,0.00,1.30,0.00,329.00,27 Oct,2018-10-26 23:24:15,0
208,0:24,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:24:22,0
209,0:24,2.9,1015.40,0.00,0,0.0,0.0,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:24:28,0
210,0:24,2.9,1015.40,0.00,0,0.5,0.4,0.00,1.40,0.00,329.00,27 Oct,2018-10-26 23:24:33,0
